simulation_id,Uhub,Hs,Tp,CurrentSpeed
782,48.9,13.6,15.5,1.44
783,48.9,13.6,13.95,1.44
784,48.9,11.8,15.95,1.44
785,48.9,13.6,15.5,1.44
786,48.9,13.6,17.05,1.44
787,48.9,11.8,13.05,1.44
788,48.9,13.6,13.95,1.44
789,48.9,13.6,13.95,1.44
790,48.9,13.6,15.5,1.44
791,48.9,13.6,17.05,1.44
792,48.9,13.6,15.5,1.44
793,48.9,13.6,17.05,1.44
794,48.9,13.6,15.5,1.44
795,48.9,11.8,14.5,1.44
796,48.9,8.7,11.55,1.27
797,48.9,13.6,17.05,1.44
798,48.9,13.6,13.95,1.44
799,48.9,13.6,13.95,1.44
800,48.9,8.7,9.45,0.97
801,48.9,11.8,13.05,1.44
802,48.9,8.7,11.55,1.27
803,48.9,13.6,15.5,1.44
804,48.9,13.6,13.95,1.44
805,48.9,13.6,17.05,1.44
806,48.9,13.6,17.05,1.44
807,48.9,8.7,9.45,1.17
808,48.9,13.6,13.95,1.44
809,48.9,13.6,13.95,1.44
810,48.9,13.6,15.5,1.44
811,48.9,13.6,17.05,1.44
812,48.9,11.8,14.5,1.44
813,48.9,13.6,13.95,1.44
814,48.9,13.6,15.5,1.44
815,48.9,11.8,13.05,1.44
816,48.9,13.6,15.5,1.44
817,48.9,13.6,17.05,1.44
818,48.9,11.8,13.05,1.44
819,48.9,13.6,13.95,1.44
820,48.9,11.8,13.05,1.44
821,48.9,11.8,15.95,1.44
822,48.9,13.6,17.05,1.44
823,48.9,13.6,13.95,1.44
824,48.9,13.6,13.95,1.44
825,48.9,8.7,11.55,1.27
826,48.9,13.6,17.05,1.44
827,48.9,13.6,15.5,1.44
828,48.9,13.6,13.95,1.44
829,48.9,13.6,15.5,1.44
830,48.9,13.6,13.95,1.44
831,48.9,13.6,13.95,1.44
832,48.9,13.6,17.05,1.44
833,48.9,13.6,17.05,1.44
834,48.9,13.6,15.5,1.44
835,48.9,13.6,15.5,1.44
836,48.9,13.6,17.05,1.44
837,48.9,13.6,17.05,1.44
838,48.9,13.6,13.95,1.44
839,48.9,8.7,10.5,1.27
840,48.9,13.6,13.95,1.44
841,48.9,13.6,17.05,1.44
842,48.9,13.6,15.5,1.44
843,48.9,13.6,15.5,1.44
844,48.9,13.6,13.95,1.44
845,48.9,13.6,13.95,1.44
846,48.9,13.6,15.5,1.44
847,48.9,13.6,15.5,1.44
848,48.9,13.6,17.05,1.44
849,48.9,13.6,13.95,1.44
850,48.9,13.6,17.05,1.44
851,48.9,13.6,15.5,1.44
852,48.9,13.6,13.95,1.44
853,48.9,13.6,13.95,1.44
854,48.9,13.6,17.05,1.44
855,48.9,8.7,10.5,1.27
856,48.9,13.6,17.05,1.44
857,48.9,13.6,15.5,1.44
858,48.9,13.6,15.5,1.44
859,48.9,8.7,10.5,1.27
860,48.9,13.6,15.5,1.44
861,48.9,13.6,15.5,1.44
862,48.9,13.6,13.95,1.44
863,48.9,13.6,13.95,1.44
864,48.9,13.6,13.95,1.44
865,48.9,13.6,17.05,1.44
866,48.9,13.6,17.05,1.44
867,48.9,13.6,17.05,1.44
868,48.9,13.6,15.5,1.44
869,48.9,8.7,9.45,1.27
870,48.9,13.6,13.95,1.44
871,48.9,13.6,15.5,1.44
872,48.9,13.6,17.05,1.44
873,48.9,13.6,13.95,1.44
874,48.9,13.6,13.95,1.44
875,48.9,13.6,17.05,1.44
876,48.9,13.6,15.5,1.44
877,48.9,13.6,17.05,1.44
878,48.9,13.6,17.05,1.44
879,48.9,13.6,15.5,1.44
880,48.9,13.6,13.95,1.44
881,48.9,13.6,17.05,1.44
882,48.9,13.6,15.5,1.44
883,48.9,13.6,13.95,1.44
884,48.9,13.6,15.5,1.44
885,48.9,13.6,17.05,1.44
886,48.9,13.6,17.05,1.44
887,48.9,13.6,15.5,1.44
888,48.9,13.6,17.05,1.44
889,48.9,13.6,13.95,1.44
890,48.9,13.6,15.5,1.44
891,48.9,8.7,9.45,1.27
892,48.9,13.6,17.05,1.44
893,48.9,13.6,15.5,1.44
894,48.9,13.6,15.5,1.44
895,48.9,13.6,13.95,1.44
896,48.9,8.7,11.55,1.27
897,48.9,13.6,15.5,1.44
898,48.9,13.6,13.95,1.44
899,48.9,13.6,13.95,1.44
900,48.9,13.6,13.95,1.44
901,48.9,13.6,17.05,1.44
902,48.9,8.7,9.45,1.27
903,48.9,13.6,15.5,1.44
904,48.9,13.6,13.95,1.44
905,48.9,13.6,13.95,1.44
906,48.9,13.6,17.05,1.44
907,48.9,13.6,17.05,1.44
908,48.9,13.6,17.05,1.44
909,48.9,13.6,15.5,1.44
910,48.9,13.6,13.95,1.44
911,48.9,13.6,15.5,1.44
912,48.9,8.7,11.55,1.27
913,48.9,13.6,13.95,1.44
914,48.9,13.6,17.05,1.44
915,48.9,13.6,15.5,1.44
916,48.9,8.7,11.55,1.27
917,48.9,13.6,13.95,1.44
918,48.9,13.6,15.5,1.44
919,48.9,13.6,17.05,1.44
920,48.9,13.6,15.5,1.44
921,48.9,13.6,17.05,1.44
922,48.9,13.6,17.05,1.44
923,48.9,13.6,17.05,1.44
924,48.9,13.6,15.5,1.44
925,48.9,13.6,13.95,1.44
926,48.9,13.6,17.05,1.44
927,48.9,13.6,13.95,1.44
928,48.9,13.6,17.05,1.44
929,48.9,13.6,15.5,1.44
930,48.9,13.6,17.05,1.44
931,48.9,13.6,13.95,1.44
932,48.9,13.6,17.05,1.44
933,48.9,13.6,17.05,1.44
934,48.9,13.6,15.5,1.44
935,48.9,13.6,13.95,1.44
936,48.9,13.6,17.05,1.44
937,48.9,13.6,13.95,1.44
938,48.9,13.6,15.5,1.44
939,48.9,13.6,13.95,1.44
940,48.9,13.6,15.5,1.44
941,48.9,13.6,15.5,1.44
942,48.9,8.7,10.5,1.27
943,48.9,13.6,15.5,1.44
944,48.9,13.6,15.5,1.44
945,48.9,13.6,13.95,1.44
946,48.9,13.6,15.5,1.44
947,48.9,6.1,9.02,1.44
948,48.9,13.6,13.95,1.44
949,48.9,13.6,13.95,1.44
950,48.9,13.6,13.95,1.44
951,48.9,6.1,9.02,1.44
952,48.9,13.6,13.95,1.44
953,48.9,13.6,13.95,1.44
954,48.9,6.1,9.02,1.44
955,48.9,8.7,10.5,1.27
956,48.9,6.1,9.02,1.44
957,48.9,6.1,8.2,1.44
958,48.9,6.1,8.2,1.44
959,48.9,6.1,9.02,1.44
960,48.9,6.1,9.02,1.44
961,48.9,6.1,8.2,1.44
962,48.9,6.1,8.2,1.44
963,48.9,8.7,10.5,1.27
964,48.9,6.1,9.02,1.44
965,48.9,6.1,7.38,1.44
966,48.9,6.1,8.2,1.44
967,48.9,6.1,9.02,1.44
968,48.9,6.1,7.38,1.44
969,48.9,6.1,8.2,1.44
970,48.9,6.1,7.38,1.44
971,48.9,6.1,7.38,1.44
972,48.9,6.1,9.02,1.44
973,48.9,6.1,9.02,1.44
974,48.9,6.1,8.2,1.44
975,48.9,6.1,7.38,1.44
976,48.9,6.1,8.2,1.44
977,48.9,6.1,9.02,1.44
978,48.9,6.1,9.02,1.44
979,48.9,8.7,9.45,1.27
980,48.9,6.1,8.2,1.44
981,48.9,6.1,8.2,1.44
982,48.9,6.1,7.38,1.44
983,48.9,6.1,8.2,1.44
984,48.9,6.1,7.38,1.44
985,48.9,6.1,7.38,1.44
986,48.9,6.1,8.2,1.44
987,48.9,6.1,9.02,1.44
988,48.9,6.1,9.02,1.44
989,48.9,6.1,7.38,1.44
990,48.9,6.1,9.02,1.44
991,48.9,6.1,8.2,1.44
992,48.9,6.1,7.38,1.44
993,48.9,8.7,9.45,1.27
994,48.9,6.1,7.38,1.44
995,48.9,6.1,8.2,1.44
996,48.9,6.1,8.2,1.44
997,48.9,6.1,9.02,1.28
998,48.9,6.1,9.02,1.28
999,48.9,8.7,11.55,1.27
1000,48.9,6.1,7.38,1.44
1001,48.9,6.1,7.38,1.44
1002,48.9,6.1,8.2,1.28
1003,48.9,6.1,9.02,1.28
1004,48.9,6.1,9.02,1.28
1005,48.9,6.1,7.38,1.28
1006,48.9,6.1,9.02,1.28
1007,48.9,8.7,11.55,1.27
1008,48.9,8.7,9.45,1.27
1009,48.9,6.1,8.2,1.28
1010,48.9,6.1,7.38,1.44
1011,48.9,6.1,9.02,1.28
1012,48.9,6.1,8.2,1.28
1013,48.9,6.1,9.02,1.28
1014,48.9,6.1,9.02,1.28
1015,48.9,6.1,8.2,1.28
1016,48.9,6.1,7.38,1.28
1017,48.9,6.1,8.2,1.28
1018,48.9,8.7,11.55,1.27
1019,48.9,6.1,9.02,1.4
1020,48.9,6.1,7.38,1.28
1021,48.9,6.1,9.02,1.28
1022,48.9,6.1,8.2,1.28
1023,48.9,6.1,7.38,1.28
1024,48.9,6.1,8.2,1.28
1025,48.9,6.1,7.38,1.28
1026,48.9,6.1,8.2,1.28
1027,48.9,6.1,9.02,1.4
1028,48.9,6.1,8.2,1.28
1029,48.9,6.1,8.2,1.4
1030,48.9,6.1,8.2,1.4
1031,48.9,6.1,7.38,1.28
1032,48.9,6.1,9.02,1.4
1033,48.9,6.1,9.02,1.4
1034,48.9,6.1,9.02,1.4
1035,48.9,6.1,9.02,1.4
1036,48.9,6.1,7.38,1.28
1037,48.9,6.1,7.38,1.4
1038,48.9,6.1,7.38,1.4
1039,48.9,6.1,9.02,1.4
1040,48.9,6.1,7.38,1.28
1041,48.9,6.1,9.02,1.4
1042,48.9,6.1,9.02,1.28
1043,48.9,6.1,8.2,1.4
1044,48.9,6.1,7.38,1.4
1045,48.9,8.7,10.5,1.27
1046,48.9,6.1,7.38,1.4
1047,48.9,6.1,8.2,1.4
1048,48.9,6.1,7.38,1.4
1049,48.9,6.1,9.02,1.4
1050,48.9,6.1,8.2,1.4
1051,48.9,6.1,9.02,1.4
1052,48.9,6.1,7.38,1.4
1053,48.9,6.1,9.02,1.4
1054,48.9,6.1,8.2,1.4
1055,48.9,6.1,7.38,1.4
1056,48.9,6.1,9.02,1.4
1057,48.9,6.1,8.2,1.4
1058,48.9,6.1,9.02,1.4
1059,48.9,6.1,8.2,1.4
1060,48.9,6.1,7.38,1.4
1061,48.9,6.1,7.38,1.4
1062,48.9,6.1,8.2,1.4
1063,48.9,6.1,8.2,1.4
1064,48.9,6.1,7.38,1.4
1065,48.9,8.7,9.45,1.27
1066,48.9,6.1,8.2,1.4
1067,48.9,6.1,7.38,1.4
1068,48.9,8.7,11.55,1.27
1069,48.9,6.1,7.38,1.4
1070,48.9,11.8,15.95,1.44
1071,48.9,11.8,15.95,1.44
1072,48.9,6.1,7.38,1.4
1073,48.9,11.8,15.95,1.44
1074,48.9,8.7,9.45,1.27
1075,48.9,6.1,7.38,1.4
1076,48.9,8.7,11.55,1.27
1077,48.9,11.8,14.5,1.44
1078,48.9,11.8,14.5,1.44
1079,48.9,11.8,15.95,1.44
1080,48.9,11.8,14.5,1.44
1081,48.9,11.8,13.05,1.44
1082,48.9,11.8,15.95,1.44
1083,48.9,11.8,15.95,1.44
1084,48.9,11.8,13.05,1.44
1085,48.9,11.8,13.05,1.44
1086,48.9,11.8,14.5,1.44
1087,48.9,11.8,14.5,1.44
1088,48.9,11.8,14.5,1.44
1089,48.9,11.8,13.05,1.44
1090,48.9,8.7,11.55,1.27
1091,48.9,11.8,15.95,1.44
1092,48.9,11.8,15.95,1.44
1093,48.9,11.8,13.05,1.44
1094,48.9,11.8,15.95,1.44
1095,48.9,11.8,13.05,1.44
1096,48.9,11.8,14.5,1.44
1097,48.9,11.8,15.95,1.44
1098,48.9,8.7,10.5,1.27
1099,48.9,11.8,15.95,1.44
1100,48.9,11.8,15.95,1.44
1101,48.9,11.8,14.5,1.44
1102,48.9,11.8,14.5,1.44
1103,48.9,11.8,13.05,1.44
1104,48.9,11.8,13.05,1.44
1105,48.9,11.8,14.5,1.44
1106,48.9,11.8,13.05,1.44
1107,48.9,11.8,14.5,1.44
1108,48.9,11.8,14.5,1.44
1109,48.9,11.8,15.95,1.44
1110,48.9,11.8,15.95,1.44
1111,48.9,11.8,13.05,1.44
1112,48.9,11.8,13.05,1.44
1113,48.9,11.8,15.95,1.4
1114,48.9,11.8,14.5,1.44
1115,48.9,11.8,15.95,1.44
1116,48.9,11.8,14.5,1.44
1117,48.9,11.8,15.95,1.4
1118,48.9,11.8,13.05,1.44
1119,48.9,11.8,15.95,1.4
1120,48.9,11.8,14.5,1.4
1121,48.9,11.8,13.05,1.44
1122,48.9,11.8,13.05,1.44
1123,48.9,11.8,13.05,1.44
1124,48.9,11.8,14.5,1.4
1125,48.9,11.8,15.95,1.4
1126,48.9,11.8,13.05,1.4
1127,48.9,11.8,14.5,1.4
1128,48.9,11.8,15.95,1.4
1129,48.9,8.7,10.5,1.27
1130,48.9,8.7,10.5,1.27
1131,48.9,11.8,15.95,1.4
1132,48.9,11.8,14.5,1.4
1133,48.9,11.8,15.95,1.4
1134,48.9,11.8,14.5,1.4
1135,48.9,11.8,15.95,1.4
1136,48.9,11.8,13.05,1.4
1137,48.9,11.8,15.95,1.4
1138,48.9,11.8,13.05,1.4
1139,48.9,11.8,14.5,1.4
1140,48.9,11.8,14.5,1.4
1141,48.9,11.8,15.95,1.4
1142,48.9,11.8,15.95,1.4
1143,48.9,11.8,15.95,1.4
1144,48.9,11.8,15.95,1.4
1145,48.9,11.8,13.05,1.4
1146,48.9,11.8,15.95,1.4
1147,48.9,11.8,13.05,1.4
1148,48.9,11.8,14.5,1.4
1149,48.9,11.8,14.5,1.4
1150,48.9,11.8,13.05,1.4
1151,48.9,11.8,14.5,1.4
1152,48.9,11.8,14.5,1.4
1153,48.9,11.8,13.05,1.4
1154,48.9,11.8,14.5,1.4
1155,48.9,11.8,13.05,1.4
1156,48.9,11.8,13.05,1.4
1157,48.9,11.8,15.95,1.44
1158,48.9,11.8,15.95,1.44
1159,48.9,11.8,14.5,1.4
1160,48.9,11.8,13.05,1.4
1161,48.9,11.8,14.5,1.4
1162,48.9,11.8,13.05,1.4
1163,48.9,8.7,11.55,1.27
1164,48.9,8.7,9.45,1.27
1165,48.9,11.8,14.5,1.4
1166,48.9,11.8,13.05,1.4
1167,48.9,11.8,13.05,1.4
1168,48.9,11.8,15.95,1.44
1169,48.9,11.8,14.5,1.44
1170,48.9,11.8,14.5,1.44
1171,48.9,8.7,9.45,1.27
1172,48.9,11.8,14.5,1.44
1173,48.9,11.8,15.95,1.44
1174,48.9,11.8,13.05,1.44
1175,48.9,11.8,13.05,1.44
1176,48.9,8.7,11.55,1.27
1177,48.9,11.8,15.95,1.44
1178,48.9,11.8,14.5,1.44
1179,48.9,11.8,14.5,1.44
1180,48.9,11.8,15.95,1.44
1181,48.9,11.8,15.95,1.44
1182,48.9,11.8,14.5,1.44
1183,48.9,11.8,15.95,1.44
1184,48.9,11.8,13.05,1.44
1185,48.9,11.8,15.95,1.44
1186,48.9,11.8,13.05,1.44
1187,48.9,11.8,13.05,1.4
1188,48.9,8.7,9.45,1.27
1189,48.9,11.8,13.05,1.44
1190,48.9,11.8,14.5,1.44
1191,48.9,11.8,13.05,1.44
1192,48.9,11.8,15.95,1.44
1193,48.9,11.8,15.95,1.44
1194,48.9,11.8,15.95,1.44
1195,48.9,8.7,10.5,1.27
1196,48.9,11.8,15.95,1.44
1197,48.9,11.8,14.5,1.44
1198,48.9,11.8,14.5,1.44
1199,48.9,11.8,14.5,1.44
1200,48.9,11.8,15.95,1.44
1201,48.9,11.8,13.05,1.44
1202,48.9,11.8,14.5,1.44
1203,48.9,11.8,13.05,1.44
1204,48.9,8.7,10.5,1.27
1205,48.9,11.8,13.05,1.44
1206,48.9,11.8,15.95,1.44
1207,48.9,11.8,14.5,1.44
1208,48.9,11.8,14.5,1.44
1209,48.9,11.8,14.5,1.44
1210,48.9,11.8,14.5,1.44
1211,48.9,11.8,13.05,1.44
1212,44.9,11.8,15.95,1.44
1213,44.9,11.8,14.5,1.44
1214,44.9,11.8,15.95,1.44
1215,44.9,11.8,14.5,1.44
1216,48.9,11.8,13.05,1.44
1217,48.9,8.7,10.5,1.27
1218,44.9,11.8,15.95,1.44
1219,48.9,11.8,13.05,1.44
1220,48.9,11.8,13.05,1.44
1221,48.9,11.8,13.05,1.44
1222,48.9,11.8,13.05,1.44
1223,44.9,11.8,13.05,1.44
1224,44.9,11.8,14.5,1.44
1225,44.9,11.8,15.95,1.44
1226,44.9,11.8,15.95,1.44
1227,44.9,11.8,15.95,1.44
1228,44.9,11.8,15.95,1.44
1229,44.9,11.8,13.05,1.44
1230,44.9,11.8,13.05,1.44
1231,44.9,11.8,15.95,1.44
1232,44.9,11.8,15.95,1.44
1233,44.9,11.8,14.5,1.44
1234,44.9,11.8,14.5,1.44
1235,44.9,11.8,15.95,1.44
1236,44.9,11.8,14.5,1.44
1237,44.9,11.8,13.05,1.44
1238,44.9,11.8,14.5,1.44
1239,44.9,11.8,13.05,1.44
1240,44.9,11.8,15.95,1.44
1241,48.9,8.7,9.45,1.27
1242,44.9,11.8,14.5,1.44
1243,44.9,11.8,14.5,1.44
1244,44.9,11.8,14.5,1.44
1245,44.9,11.8,13.05,1.44
1246,44.9,11.8,13.05,1.44
1247,44.9,11.8,13.05,1.44
1248,44.9,11.8,15.95,1.44
1249,44.9,11.8,14.5,1.4
1250,44.9,11.8,14.5,1.4
1251,44.9,11.8,14.5,1.4
1252,44.9,11.8,15.95,1.4
1253,44.9,11.8,13.05,1.4
1254,44.9,11.8,14.5,1.4
1255,44.9,11.8,14.5,1.4
1256,44.9,11.8,14.5,1.4
1257,44.9,11.8,15.95,1.4
1258,44.9,11.8,14.5,1.4
1259,44.9,11.8,13.05,1.4
1260,44.9,11.8,15.95,1.4
1261,48.9,8.7,10.5,0.97
1262,44.9,11.8,15.95,1.4
1263,44.9,11.8,14.5,1.4
1264,44.9,11.8,13.05,1.4
1265,44.9,11.8,13.05,1.4
1266,44.9,11.8,15.95,1.4
1267,44.9,11.8,15.95,1.4
1268,44.9,11.8,13.05,1.4
1269,44.9,11.8,13.05,1.4
1270,44.9,11.8,15.95,1.4
1271,44.9,11.8,13.05,1.4
1272,44.9,11.8,14.5,1.4
1273,44.9,11.8,14.5,1.4
1274,44.9,11.8,13.05,1.4
1275,44.9,11.8,14.5,1.4
1276,44.9,11.8,15.95,1.4
1277,44.9,11.8,14.5,1.4
1278,44.9,11.8,13.05,1.4
1279,44.9,11.8,13.05,1.4
1280,44.9,11.8,15.95,1.4
1281,44.9,11.8,15.95,1.4
1282,44.9,11.8,15.95,1.4
1283,48.9,8.7,10.5,0.97
1284,44.9,11.8,13.05,1.4
1285,44.9,11.8,14.5,1.4
1286,44.9,11.8,14.5,1.4
1287,44.9,11.8,13.05,1.4
1288,44.9,11.8,15.95,1.44
1289,44.9,11.8,15.95,1.44
1290,44.9,11.8,15.95,1.44
1291,48.9,8.7,10.5,0.97
1292,44.9,11.8,13.05,1.4
1293,44.9,11.8,14.5,1.44
1294,44.9,11.8,14.5,1.44
1295,44.9,11.8,14.5,1.4
1296,44.9,11.8,14.5,1.44
1297,44.9,11.8,15.95,1.44
1298,44.9,11.8,13.05,1.44
1299,44.9,11.8,13.05,1.44
1300,44.9,11.8,15.95,1.44
1301,44.9,11.8,15.95,1.44
1302,48.9,8.7,9.45,0.97
1303,44.9,11.8,14.5,1.44
1304,44.9,11.8,15.95,1.44
1305,44.9,11.8,14.5,1.44
1306,44.9,11.8,13.05,1.44
1307,44.9,11.8,14.5,1.44
1308,44.9,11.8,15.95,1.44
1309,44.9,11.8,15.95,1.44
1310,44.9,11.8,14.5,1.44
1311,44.9,11.8,15.95,1.44
1312,44.9,11.8,14.5,1.44
1313,44.9,11.8,13.05,1.44
1314,44.9,11.8,13.05,1.44
1315,44.9,11.8,15.95,1.44
1316,44.9,11.8,15.95,1.44
1317,44.9,11.8,13.05,1.4
1318,44.9,11.8,14.5,1.44
1319,48.9,8.7,9.45,0.97
1320,44.9,11.8,14.5,1.44
1321,44.9,4.9,8.25,1.4
1322,44.9,11.8,13.05,1.44
1323,44.9,11.8,13.05,1.44
1324,44.9,11.8,13.05,1.44
1325,44.9,11.8,14.5,1.44
1326,44.9,11.8,14.5,1.44
1327,44.9,11.8,13.05,1.44
1328,44.9,11.8,13.05,1.44
1329,44.9,4.9,6.75,1.4
1330,44.9,11.8,13.05,1.44
1331,44.9,4.9,8.25,1.4
1332,44.9,4.9,8.25,1.4
1333,44.9,4.9,8.25,1.4
1334,44.9,4.9,6.75,1.4
1335,44.9,11.8,15.95,1.44
1336,44.9,4.9,7.5,1.4
1337,44.9,4.9,8.25,1.4
1338,44.9,11.8,13.05,1.44
1339,44.9,11.8,15.95,1.4
1340,44.9,4.9,8.25,1.4
1341,44.9,4.9,6.75,1.4
1342,44.9,4.9,8.25,1.4
1343,44.9,4.9,6.75,1.4
1344,44.9,4.9,8.25,1.4
1345,44.9,4.9,6.75,1.4
1346,44.9,4.9,7.5,1.4
1347,48.9,8.7,11.55,0.97
1348,48.9,8.7,9.45,0.97
1349,44.9,4.9,7.5,1.4
1350,44.9,4.9,8.25,1.07
1351,44.9,4.9,8.25,1.4
1352,44.9,4.9,6.75,1.4
1353,44.9,4.9,6.75,1.4
1354,44.9,11.8,15.95,1.44
1355,48.9,8.7,10.5,0.97
1356,44.9,4.9,8.25,1.4
1357,44.9,4.9,8.25,1.4
1358,44.9,4.9,8.25,1.4
1359,44.9,11.8,14.5,1.44
1360,44.9,4.9,8.25,1.4
1361,44.9,4.9,6.75,1.4
1362,44.9,4.9,8.25,1.07
1363,44.9,4.9,7.5,1.07
1364,48.9,8.7,11.55,0.97
1365,44.9,4.9,6.75,1.4
1366,44.9,4.9,8.25,1.07
1367,44.9,4.9,6.75,1.07
1368,44.9,4.9,7.5,1.4
1369,44.9,4.9,7.5,1.07
1370,44.9,4.9,7.5,1.07
1371,44.9,4.9,6.75,1.07
1372,44.9,4.9,6.75,1.4
1373,44.9,4.9,8.25,1.07
1374,44.9,4.9,7.5,1.07
1375,44.9,4.9,6.75,1.07
1376,44.9,4.9,6.75,1.4
1377,44.9,4.9,8.25,1.07
1378,44.9,4.9,8.25,1.07
1379,44.9,4.9,6.75,1.07
1380,44.9,4.9,7.5,1.07
1381,48.9,8.7,10.5,0.97
1382,44.9,4.9,8.25,1.07
1383,44.9,4.9,7.5,1.07
1384,44.9,4.9,8.25,1.07
1385,44.9,4.9,7.5,1.07
1386,44.9,4.9,8.25,1.07
1387,44.9,4.9,7.5,1.07
1388,48.9,8.7,9.45,0.97
1389,44.9,4.9,7.5,1.4
1390,44.9,4.9,8.25,1.07
1391,44.9,4.9,7.5,1.4
1392,44.9,11.8,13.05,1.44
1393,44.9,4.9,8.25,1.4
1394,44.9,4.9,7.5,1.4
1395,44.9,11.8,14.5,1.44
1396,44.9,4.9,8.25,1.07
1397,44.9,4.9,8.25,1.07
1398,44.9,4.9,7.5,1.4
1399,44.9,4.9,7.5,1.4
1400,44.9,4.9,7.5,1.07
1401,44.9,4.9,7.5,1.07
1402,44.9,4.9,6.75,1.07
1403,44.9,4.9,7.5,1.4
1404,44.9,11.8,14.5,1.44
1405,44.9,4.9,8.25,1.07
1406,44.9,11.8,15.95,1.44
1407,44.9,11.8,13.05,1.44
1408,44.9,4.9,6.75,1.07
1409,44.9,4.9,7.5,1.07
1410,44.9,4.9,6.75,1.4
1411,44.9,4.9,6.75,1.07
1412,44.9,4.9,6.75,1.07
1413,44.9,11.8,13.05,1.44
1414,48.9,8.7,9.45,0.97
1415,44.9,4.9,6.75,1.07
1416,44.9,4.9,6.75,1.07
1417,48.9,8.7,9.45,0.97
1418,44.9,4.9,7.5,1.07
1419,48.9,8.7,11.55,0.97
1420,44.9,4.9,6.75,1.07
1421,44.9,4.9,6.75,1.07
1422,44.9,4.9,8.25,1.4
1423,44.9,4.9,8.25,1.07
1424,44.9,4.9,7.5,1.07
1425,44.9,4.9,7.5,1.07
1426,44.9,4.9,6.75,1.07
1427,44.9,4.9,8.25,1.28
1428,44.9,4.9,8.25,1.28
1429,44.9,4.9,7.5,1.07
1430,44.9,4.9,7.5,1.28
1431,44.9,4.9,8.25,1.07
1432,44.9,4.9,6.75,1.28
1433,44.9,4.9,7.5,1.28
1434,44.9,4.9,6.75,1.07
1435,44.9,4.9,8.25,1.28
1436,48.9,8.7,11.55,0.97
1437,44.9,4.9,7.5,1.28
1438,48.9,8.7,11.55,0.97
1439,44.9,4.9,8.25,1.28
1440,44.9,4.9,6.75,1.28
1441,44.9,4.9,8.25,1.28
1442,44.9,4.9,6.75,1.28
1443,44.9,4.9,6.75,1.07
1444,44.9,4.9,7.5,1.28
1445,44.9,4.9,7.5,1.28
1446,44.9,4.9,6.75,1.28
1447,44.9,4.9,8.25,1.28
1448,44.9,4.9,8.25,1.28
1449,44.9,4.9,6.75,1.28
1450,44.9,4.9,8.25,1.28
1451,44.9,4.9,7.5,1.28
1452,44.9,4.9,6.75,1.28
1453,48.9,8.7,11.55,0.97
1454,44.9,4.9,7.5,1.28
1455,44.9,4.9,7.5,1.28
1456,44.9,4.9,8.25,1.28
1457,44.9,4.9,8.25,1.28
1458,44.9,4.9,8.25,1.28
1459,44.9,4.9,8.25,1.28
1460,44.9,4.9,7.5,1.28
1461,44.9,4.9,7.5,1.28
1462,44.9,4.9,6.75,1.28
1463,48.9,8.7,10.5,0.97
1464,44.9,6.1,9.02,1.44
1465,44.9,4.9,8.25,1.28
1466,44.9,4.9,7.5,1.28
1467,44.9,4.9,6.75,1.28
1468,44.9,4.9,8.25,1.28
1469,44.9,4.9,8.25,1.28
1470,44.9,4.9,7.5,1.28
1471,44.9,4.9,6.75,1.28
1472,44.9,4.9,6.75,1.28
1473,44.9,4.9,6.75,1.28
1474,44.9,4.9,6.75,1.28
1475,44.9,4.9,6.75,1.28
1476,44.9,6.1,9.02,1.44
1477,44.9,4.9,7.5,1.28
1478,44.9,6.1,9.02,1.44
1479,44.9,6.1,8.2,1.44
1480,44.9,4.9,7.5,1.28
1481,44.9,4.9,7.5,1.28
1482,44.9,4.9,6.75,1.28
1483,48.9,8.7,10.5,0.97
1484,44.9,4.9,6.75,1.28
1485,48.9,8.7,10.5,0.97
1486,44.9,6.1,7.38,1.44
1487,44.9,6.1,8.2,1.44
1488,44.9,6.1,8.2,1.44
1489,44.9,6.1,9.02,1.44
1490,44.9,6.1,8.2,1.44
1491,44.9,6.1,7.38,1.44
1492,44.9,6.1,9.02,1.44
1493,44.9,6.1,8.2,1.44
1494,44.9,6.1,8.2,1.44
1495,44.9,6.1,9.02,1.44
1496,44.9,6.1,7.38,1.44
1497,44.9,6.1,9.02,1.44
1498,44.9,6.1,9.02,1.44
1499,44.9,6.1,9.02,1.44
1500,44.9,6.1,7.38,1.44
1501,44.9,6.1,7.38,1.44
1502,44.9,6.1,7.38,1.44
1503,48.9,8.7,9.45,0.97
1504,44.9,6.1,9.02,1.44
1505,44.9,6.1,9.02,1.44
1506,44.9,6.1,8.2,1.44
1507,44.9,6.1,9.02,1.44
1508,48.9,8.7,9.45,0.97
1509,44.9,6.1,7.38,1.44
1510,44.9,6.1,8.2,1.44
1511,44.9,6.1,8.2,1.44
1512,44.9,6.1,9.02,1.44
1513,44.9,6.1,7.38,1.44
1514,44.9,6.1,8.2,1.44
1515,44.9,6.1,8.2,1.44
1516,44.9,6.1,8.2,1.44
1517,44.9,6.1,8.2,1.44
1518,44.9,6.1,7.38,1.44
1519,44.9,6.1,9.02,1.44
1520,44.9,6.1,9.02,1.44
1521,44.9,6.1,7.38,1.44
1522,44.9,6.1,7.38,1.44
1523,44.9,6.1,7.38,1.44
1524,44.9,6.1,7.38,1.44
1525,44.9,6.1,8.2,1.44
1526,44.9,6.1,9.02,1.28
1527,44.9,6.1,8.2,1.28
