foundation_origin z FloaterHeave [m],foundation_origin Rz FloaterYaw [deg],foundation_origin xy FloaterOffset [m],foundation_origin Rxy FloaterTilt [deg],CEN_E3 Resultant bending moment ArcLength=2.72 [kN.m],MooringLine1 Effective tension Fairlead [kN],MooringLine2 Effective tension Fairlead [kN],MooringLine3 Effective tension Fairlead [kN],MooringLine4 Effective tension Fairlead [kN],MooringLine5 Effective tension Fairlead [kN],foundation_origin Mooring GXY Resultant force [kN],GE14-220 GXY acceleration [m/s^2]
5.035292784372966,4.407492327696471,29.6786650378159,5.292629308577871,526005.0180964504,4714.10400390625,3467.978515625,2294.8677571614585,4712.380533854167,5884.107747395833,12299.22274345697,2.8596064125116265
5.847610632578532,4.503145427336699,28.92469610402303,5.379444657027038,550307.7256803598,4609.364908854167,3478.9375813802085,2188.4269205729165,4590.078938802083,5646.29443359375,11838.259240482295,2.870170789338406
3.3829925060272217,6.028396109257109,34.93731757620322,7.124449815668384,799687.1936871476,6341.38623046875,4942.492350260417,1842.1431477864583,4909.323567708333,7802.169596354167,16929.595572420752,3.2022742963218582
3.6725114981333413,3.975558421660858,33.09777396597631,6.813439227137214,719632.8370280428,5335.8681640625,3824.4115397135415,2003.7928873697917,4904.673665364583,6880.08642578125,14180.277182833568,3.0987524602874426
4.522075812021892,3.2970061637855554,32.35266736286285,8.22699386851407,759839.8439082471,5299.971516927083,3896.6536458333335,1860.7774251302083,5008.52197265625,6643.45458984375,13935.319344694808,3.09735662176357
3.6140174070994058,5.175246998427748,36.4652859189041,7.2822869815744395,833409.517795431,6252.691080729167,4764.47314453125,1658.1754557291667,5569.7607421875,7884.992350260417,16794.02691553492,3.322664443014052
3.8298951784769693,2.9792207270367226,34.114184630135234,6.93581083147732,745430.8620800957,5137.977376302083,3608.6142578125,1862.0650227864583,5607.717936197917,6782.25537109375,13732.49428078958,3.0918271646690143
4.725337823232015,2.3816834773410576,33.52338280471423,8.253527214514786,782189.6748332428,5147.805013020833,3679.3685709635415,1705.156982421875,5720.227376302083,6612.595540364583,13546.724070039498,3.1664175611863405
4.099858125050862,4.721706073544014,35.41652758518459,6.3786163334164,747230.7173117748,5758.108072916667,4427.462727864583,1733.2025553385417,5553.252278645833,7274.15234375,15425.611265828478,3.455607187376794
4.394117673238118,2.4879593709835555,32.95066683397547,6.3046133353160165,685836.2546406793,4782.988444010417,3401.53076171875,1937.6955159505208,5665.43603515625,6227.535319010417,12664.592532886789,2.979255638947199
5.307587782541911,1.6940249409026398,32.26660458105919,7.3000430635997775,704678.3543548891,4764.7646484375,3470.5355631510415,1824.26708984375,5641.830403645833,6049.19189453125,12406.692255838097,3.0638802437513077
4.188357750574748,6.757796421886609,32.31481077318657,5.4943088326023215,648804.37527459,5454.803548177083,4349.223307291667,2008.8067220052083,4633.9306640625,6477.368815104167,14335.210407137774,3.294919373963761
4.5602372487386065,4.47963435096183,30.042482281719856,5.514358155550663,607964.9406871838,4712.43212890625,3428.2674967447915,2224.527099609375,4812.782063802083,5968.94189453125,12339.643811310174,2.986302588345202
5.511461575826009,4.426077201280272,29.34360882417403,6.062635859804774,626157.6073860262,4629.872721354167,3469.6571451822915,2120.375935872396,4784.086100260417,5721.829264322917,11927.470376300755,3.03018976582247
4.540826638539632,7.435845949379877,31.64735627656837,5.283027223948619,544594.1461199858,3884.2037760416665,2935.7609049479165,1932.0114339192708,6289.50634765625,4840.444986979167,10037.988717408034,3.0069501276469563
4.853032112121582,3.956169720189111,31.30400541323854,5.152760670353088,536528.6079086107,3749.4139811197915,2510.312744140625,1987.9499104817708,7054.291829427083,5233.60205078125,10221.638989965712,2.8309678336269806
5.730748653411865,5.268729947754812,27.141232218306556,5.264563346221481,548665.8153610316,3469.828369140625,2482.22802734375,2064.1390380859375,6635.298177083333,4547.011962890625,8866.779676447857,2.843348027272187
3.3357024987538657,5.98661584210414,34.31048694007671,7.13512574131347,757105.3557614688,4621.00146484375,3395.5957845052085,1599.0583902994792,6729.404947916667,5811.4423828125,12212.591386299295,3.091630783361291
3.501393953959147,3.270464048670886,35.09404797190148,7.2032935779984895,716515.3962281846,4461.72998046875,2921.8133951822915,1690.9968668619792,7335.18896484375,6321.649088541667,12306.62799582957,3.09614491968545
4.391384919484456,4.079324718818003,31.081831386503822,8.510804258442109,789464.6028756123,4173.807291666667,2935.4446614583335,1683.324462890625,7023.851888020833,5527.14208984375,10948.439977795535,3.0701624471833235
3.5019511381785073,4.827059607057346,35.91677263492569,7.314537926938082,785869.3861469716,4549.889485677083,3277.3483072916665,1474.0906982421875,7453.929036458333,5824.619303385417,12086.945873646857,3.2169399567133072
3.6672139167785645,2.3898031493081255,36.05751987847852,7.231156660593885,742788.727575851,4285.850911458333,2766.1791178385415,1605.9289957682292,8110.590657552083,6162.1787109375,12085.555051165264,3.072955070358088
4.56489896774292,3.2404865618471117,32.58473378113329,8.42806996846213,800645.4304195648,4126.206705729167,2850.1502278645835,1564.557861328125,7759.270182291667,5545.784016927083,10944.72949340462,3.050865573359497
3.9074392318725586,4.74707410759948,34.57972780343763,6.416005841206922,714584.1241832348,4095.6466471354165,2991.2218424479165,1566.9634195963542,7444.78076171875,5203.85693359375,10759.132669204851,3.4994911933492183
4.193837722142537,2.437803868952075,34.4408464836066,6.34879672083044,684575.4889802887,3851.21533203125,2543.97998046875,1705.5008951822917,8038.719563802083,5501.30810546875,10932.683643099675,3.056681952150248
5.115706443786621,2.7362727481022695,30.856260457872803,7.449484852992058,736827.7947109618,3697.1464029947915,2578.4242350260415,1731.0821126302083,7719.806315104167,4928.488932291667,9721.062892145417,3.0865377390255175
4.028173844019572,7.3211263766715575,32.0727298685588,5.479340250732477,613339.3869577165,3917.5174967447915,2931.1900227864585,1842.8828125,6613.287760416667,5020.091471354167,10212.630155338245,3.202196734911169
4.350958188374837,4.059651497278643,31.777631741524562,5.731557911300135,614009.024808271,3773.4171549479165,2499.843994140625,1911.2667643229167,7164.3974609375,5338.690592447917,10408.483319589968,3.0386223772830085
5.35041077931722,5.007024419516603,27.506617790964224,6.34095764859525,642407.0656740215,3514.6062825520835,2489.1100260416665,2002.123046875,6902.619303385417,4668.607014973958,9035.952709942487,3.020695301068457
1.4716366132100422,5.820566259418314,27.799842699527733,3.2657018360904613,465351.3549174533,1903.1523030598958,1635.04736328125,1843.0419108072917,11013.050130208334,2420.465087890625,9625.91439374304,3.0417821069159334
1.7822569608688354,4.031634452616172,24.405855520740847,3.331658533303044,468174.52988260146,1789.2047932942708,1626.8774007161458,1650.0033772786458,9353.724934895834,2271.9117024739585,7877.6808330775375,2.580865562103366
1.9085887670516968,2.9286879282014024,24.6745575039117,3.1190870930001893,439454.9213872874,1787.7168782552083,1552.517822265625,1823.4000244140625,8743.074869791666,2136.8515625,7072.537765419576,2.362223402812358
0.4242030481497447,3.951635150484359,30.28599475926637,4.738282716162664,621540.3694437919,2299.6910807291665,1922.2884114583333,1549.1176350911458,11481.62890625,2958.6278483072915,10285.181326553798,3.0262020426962333
0.9521790941556295,1.7045195754764795,27.99481643171485,5.286421553062856,648022.6503187282,2144.947998046875,1828.4176432291667,1335.1068929036458,9495.699544270834,2838.486572265625,8277.922973212893,2.492374083828265
1.2546895742416382,1.3767098845187762,27.682440028982597,5.364711859841106,586279.7265265923,2193.53759765625,1804.3149820963542,1537.665283203125,9176.2861328125,2650.9130859375,7687.6374507017745,2.643806615354187
0.4660342236359914,2.9711553408439957,31.311800914287563,5.213735999315039,651838.0449778984,2326.351806640625,1864.1042073567708,1457.7183430989583,12755.4521484375,2931.35400390625,11433.779436141718,3.00986757492243
1.0494499405225117,1.0598144089679302,29.117198949238738,5.510145848561106,616619.6114536781,2060.776163736979,1769.6102701822917,1294.3026123046875,10505.982096354166,2703.5690104166665,9145.073884467936,2.690170058644975
1.356593092282613,0.43276948363102913,28.390288265789593,5.50582528616,612633.9173598279,2048.9903564453125,1701.6280924479167,1481.298095703125,9839.71875,2555.1698404947915,8276.982029507033,2.696560472956661
0.8548870285352071,2.5022193741209895,29.603451629113522,4.795645010847135,637340.722429256,2021.0963541666667,1693.4912516276042,1597.8626302083333,12358.236979166666,2471.5266927083335,10915.690205418452,3.264448498156387
1.4392366806666057,0.7953567658380871,27.76394490832064,4.977210510404824,606309.4645959446,1836.7476399739583,1646.3017171223958,1434.5930582682292,10406.738606770834,2346.553955078125,8905.871457420311,2.7587689375600633
1.8329548835754395,0.3838968654377963,27.07178707897738,5.134806219848027,593706.709361113,1823.5230712890625,1557.1913655598958,1633.4319254557292,9929.888346354166,2243.20751953125,8262.534425165286,3.076534302568842
1.0088505744934082,5.583850756953694,27.927021966659648,3.553986347862493,567837.358177265,1911.4193115234375,1643.924560546875,1799.0358479817708,11719.995768229166,2409.7194010416665,10309.709878300424,3.5007932312298813
1.4527105887730916,3.305592707641516,24.626736215438438,3.632310693121422,484141.6069230945,1784.9088948567708,1623.03662109375,1604.6546223958333,9392.618489583334,2234.9639485677085,7896.795932266967,2.8311313105660005
1.7900323073069255,2.4029305950233804,25.333343741862397,3.8477557290740916,464320.63547203486,1764.9638264973958,1524.8759765625,1771.7791748046875,9101.895182291666,2159.8299967447915,7430.519938319999,2.8402319684149298
1.3228065172831218,5.979602376191399,24.80374942131341,3.1214240808201965,424827.4121302565,1967.070556640625,1810.4293212890625,1902.5827229817708,8345.3623046875,2541.3251953125,7333.833750404131,2.80309892258132
1.8288387060165405,3.531596125610029,23.4686641334221,3.272291523417666,444677.3557788001,1920.7478434244792,1769.26416015625,1711.6547444661458,7971.805013020833,2485.0082194010415,6794.386225106442,2.5900268758511493
1.8906189997990925,2.508607530879131,23.024103925075007,3.0597748838834726,408468.86940223473,1859.598388671875,1676.3961588541667,1820.2847900390625,7704.223307291667,2253.4303385416665,6362.760316288143,2.2851532261698257
0.46529244383176166,4.03840160483197,27.662261115371603,4.792223056426654,616580.78015403,2392.49951171875,2186.467041015625,1549.7102457682292,8938.1865234375,3140.632080078125,8248.790780369121,2.953960871411834
0.9550562898317972,2.019902484132783,26.103430966386025,5.146765366892453,639901.1885613707,2296.7515462239585,2010.9749348958333,1403.2701009114583,8082.279134114583,2994.2185872395835,7309.439563429376,2.539288798172368
1.2904531160990398,0.7781302394553661,25.920871970614737,5.269774098866947,599489.2455970309,2282.3077799479165,1924.4993896484375,1548.4578043619792,8039.118326822917,2730.2726236979165,6944.862059262928,2.6910710946401566
0.48024993141492206,3.304882581411246,28.4837166479593,5.224812142568089,649905.7733377946,2351.7688802083335,2075.8394775390625,1465.1930338541667,9891.274739583334,3040.4619954427085,8955.770923291633,3.4806024510230116
1.0997612675031025,1.304071618661746,26.774944426657527,5.540916812131623,631677.7242215433,2176.40283203125,1915.3606363932292,1350.2469482421875,8985.242838541666,2841.9293619791665,7928.749357574484,2.6690040139680633
1.3931742111841838,-0.4752592811514096,27.00921768341948,5.417446386733825,589256.323089304,2185.7056477864585,1800.2745768229167,1490.8176676432292,8689.545572916666,2680.793701171875,7442.733844254518,3.0231761608659067
0.9091225663820902,2.709294034489248,27.29421881087894,4.747827689705883,683400.8200640307,2093.469685872396,1881.6958414713542,1606.6678059895833,9603.438802083334,2601.3684895833335,8433.500337874084,3.3214501959272744
1.4411683082580566,1.1144594708247493,25.757169550516437,4.986100966589124,612537.388866296,1928.194580078125,1805.4398193359375,1507.6743570963542,9179.727213541666,2504.1923828125,7912.0298319379335,2.7646868991868736
1.865035891532898,-0.3189977375189196,25.749039745697758,5.1107743076553005,588589.4319081083,1911.5259195963542,1702.8662109375,1644.8171793619792,8721.100423177084,2370.4976399739585,7310.199774364136,3.0935781478439597
1.0012888511021931,5.309577751790466,24.744294226624337,3.512157681704593,584713.2085367929,1985.7543538411458,1823.9781494140625,1859.6305745442708,8704.280436197916,2550.7320963541665,7622.16033369508,3.2592672220860224
1.471495230992635,3.4043728599828462,23.35064968536091,3.6462786507886213,472145.9246603181,1880.4174397786458,1760.0338541666667,1675.0893961588542,7832.5947265625,2396.3675130208335,6631.824863609688,2.7193735323689747
1.7939172585805256,2.119359781409061,23.47945333424016,3.644028786099169,463858.92871356366,1847.3479410807292,1670.1900634765625,1758.4676106770833,8006.407063802083,2285.159912109375,6637.918316169969,2.661037540749989
1.5016258160273235,4.790650999095377,25.551701178341904,3.1840636039991312,436433.6088958282,1622.9943440755208,1412.5696614583333,2050.724324544271,10808.137044270834,1933.1163736979167,9220.498651543976,3.054770345382659
1.680838942527771,3.8753205575402583,23.790817431604008,3.33903900469233,460124.1501704584,1537.7395426432292,1336.2635498046875,1862.4454345703125,9689.557942708334,1902.2303873697917,7994.131403560491,2.5798825747640315
1.860051194826762,2.192156480085061,23.458771459314267,3.332200259682933,426405.0908562804,1532.3120930989583,1329.8062337239583,2172.1844889322915,9134.573567708334,1796.2314046223958,7357.877278179837,2.4051643587694778
0.35990117490291595,2.5125207845997743,28.19107548546295,5.098459661745777,661251.6897990402,1907.3507080078125,1690.5302327473958,1650.1984456380208,11393.26171875,2349.130859375,9897.362302026835,3.1193351024613247
0.8388625582059225,1.9171354847196997,26.947191108120972,5.247250752867561,639247.2049175362,1846.4629720052083,1582.266357421875,1551.6604410807292,9977.082682291666,2415.388916015625,8369.785721248376,2.416186043057331
1.2012232939402263,0.8672864284725236,26.727254376045945,5.476403226100705,590849.3914703309,1844.7001953125,1575.2322998046875,1782.0519205729167,9319.2412109375,2228.1795247395835,7646.10985203506,2.4455848164762286
0.4333719114462535,1.4372889755952103,28.96632778386903,5.391673068247667,645876.0822484745,1839.2996419270833,1618.7275390625,1604.7835693359375,12757.320963541666,2294.5528971354165,11232.899834777227,3.3103506063351307
