,0,1,2,3,4,5,6,7,8,9,10,11
0,0.9038464,1.0,1.0,1.0,0.066987306,0.75,0.066987306,0.75,0.066987306,0.75,0.0,1.0
1,0.9038464,1.0,1.0,1.0,0.066987306,0.75,0.066987306,0.75,0.0,0.5,0.0,1.0
2,0.9038464,1.0,1.0,1.0,0.017037094,0.62940955,0.14644662,0.8535534,0.017037094,0.62940955,0.0,1.0
3,0.9038464,1.0,1.0,1.0,0.017037094,0.62940955,0.017037094,0.62940955,0.017037094,0.62940955,0.0,1.0
4,0.9038464,1.0,1.0,1.0,0.14644662,0.8535534,0.14644662,0.8535534,0.017037094,0.62940955,0.0,1.0
5,0.9038464,1.0,1.0,1.0,0.14644662,0.8535534,0.017037094,0.62940955,0.017037094,0.62940955,0.0,1.0
6,0.9038464,1.0,1.0,1.0,0.017037094,0.62940955,0.14644662,0.8535534,0.14644662,0.8535534,0.0,1.0
7,0.9038464,1.0,1.0,1.0,0.14644662,0.8535534,0.14644662,0.8535534,0.14644662,0.8535534,0.0,1.0
8,0.9038464,1.0,1.0,1.0,0.14644662,0.8535534,0.017037094,0.62940955,0.14644662,0.8535534,0.0,1.0
9,0.9038464,1.0,1.0,1.0,0.066987306,0.75,0.066987306,0.75,0.25,0.9330127,0.0,1.0
